country,continent,total_confirmed,total_deaths,total_recovered,active_cases,serious_or_critical,total_cases_per_1m_population,total_deaths_per_1m_population,total_tests,total_tests_per_1m_population,population,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,vaccines_vaccines,vaccinated_percent,tested_positive
Ethiopia,Africa,470937,7510.0,455757.0,7670.0,8.0,3916,62.0,4836364.0,40214.0,120265111,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",68856793.0,52489512.0,43653006.0,5978070.0,2808915.0,55.81,42.54,35.38,4.85,22766.0,1101109.0,0.892,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",57.254171577657296,9.737418440795606
Faeroe Islands,Europe,34658,28.0,7693.0,26937.0,5.0,704302,569.0,778000.0,15810116.0,49209,"Moderna, Pfizer/BioNTech",103894.0,41715.0,40895.0,21284.0,1001.0,195.59,78.53,76.99,40.07,18845.0,688.0,1.295,"Moderna, Pfizer/BioNTech",211.1280456827003,4.454755784061697
Falkland Islands Malvinas,South America,1126,,,,,306896,,8632.0,2352685.0,3669,Oxford/AstraZeneca,4407.0,2632.0,1775.0,0.0,189.0,115.94,69.24,46.7,0.0,49724.0,189.0,4.972,Oxford/AstraZeneca,120.11447260834014,13.044485634847081
Fiji,Australia/Oceania,64773,862.0,62875.0,1036.0,,71293,949.0,517703.0,569817.0,908543,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1555182.0,712025.0,641194.0,172046.0,17149.0,167.27,76.58,68.96,18.5,18444.0,11798.0,1.269,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",171.17318607924997,12.511613801735743
Finland,Europe,1069740,4284.0,,,21.0,192512,771.0,10832080.0,1949355.0,5556750,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",13327120.0,4524288.0,4347113.0,4455719.0,72110.0,240.53,81.65,78.46,80.42,13014.0,32289.0,0.583,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",239.8365951320466,9.875665615468128
France,Europe,29160802,147257.0,28156674.0,856871.0,1329.0,444914,2247.0,271490188.0,4142201.0,65542502,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sanofi/GSK",154493266.0,54677678.0,53192478.0,47705542.0,734590.0,227.82,80.63,78.44,70.35,10833.0,411291.0,0.607,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sanofi/GSK",235.71462987482533,10.741015067550066
French Guiana,South America,81784,397.0,11254.0,70133.0,1.0,261212,1268.0,631628.0,2017375.0,313094,,,,,,,,,,,,,,,,12.948127695415657
French Polynesia,Australia/Oceania,72821,649.0,,,7.0,256473,2286.0,,,283932,"Johnson&Johnson, Pfizer/BioNTech",502952.0,190908.0,186803.0,112237.0,12050.0,164.21,62.33,60.99,36.64,39342.0,1736.0,0.567,"Johnson&Johnson, Pfizer/BioNTech",177.1381880168491,
Gabon,Africa,47608,304.0,47297.0,7.0,,20490,131.0,1594523.0,686256.0,2323511,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",572672.0,311244.0,257471.0,2592.0,7131.0,23.97,13.03,10.78,0.11,2985.0,3682.0,0.154,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",24.646838340769637,2.9857204944676243
Gambia,Africa,11999,365.0,11591.0,43.0,,4718,144.0,155686.0,61220.0,2543054,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",1444492.0,674314.0,539186.0,53741.0,8164.0,53.38,24.92,19.93,1.99,3017.0,10103.0,0.373,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",56.80146784142216,7.707179836337243
Georgia,Asia,1655221,16811.0,1637293.0,1117.0,,416417,4229.0,16920079.0,4256722.0,3974908,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",2930677.0,1654504.0,1276173.0,80818.0,29680.0,78.27,44.19,34.08,2.16,7927.0,18253.0,0.487,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",73.72942971258706,9.782584348453693
Germany,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Valneva",192221468.0,64876299.0,63563414.0,64791434.0,1148328.0,230.56,77.82,76.24,77.72,13774.0,602767.0,0.723,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Valneva",228.06703805090666,21.073917761628845
Ghana,Africa,161280,1445.0,159788.0,47.0,1.0,4996,45.0,2442206.0,75655.0,32280617,"Oxford/AstraZeneca, Sputnik V",25624828.0,13864186.0,10780003.0,4806017.0,442283.0,76.55,41.42,32.2,14.36,13212.0,390369.0,1.166,"Oxford/AstraZeneca, Sputnik V",79.38146907167233,6.603865521581717
Gibraltar,Europe,18129,102.0,16579.0,1448.0,,538400,3029.0,534283.0,15867278.0,33672,"Oxford/AstraZeneca, Pfizer/BioNTech",132810.0,42175.0,41465.0,49170.0,1068.0,406.43,129.07,126.89,150.47,32684.0,1040.0,3.183,"Oxford/AstraZeneca, Pfizer/BioNTech",394.4226657163222,3.393145580151343
Greece,Europe,3392575,29547.0,3306014.0,57014.0,176.0,328475,2861.0,81233888.0,7865209.0,10328255,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",22467978.0,7938031.0,7647076.0,7461944.0,109105.0,216.35,76.44,73.64,71.85,10506.0,64636.0,0.622,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",217.5389550316099,4.176305090801514
Greenland,North America,11971,21.0,2761.0,9189.0,4.0,210191,369.0,164926.0,2895826.0,56953,Moderna,79738.0,41227.0,38511.0,0.0,1128.0,141.14,72.98,68.17,0.0,19967.0,725.0,1.283,Moderna,140.00667216827912,7.258406800625735
Grenada,North America,16344,221.0,14634.0,1489.0,4.0,144008,1947.0,157363.0,1386531.0,113494,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",90686.0,44241.0,39034.0,7411.0,579.0,72.28,35.26,31.11,5.91,4615.0,451.0,0.359,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",79.90378345991859,10.386177182692247
Guadeloupe,North America,140130,854.0,2250.0,137026.0,19.0,350105,2134.0,938039.0,2343627.0,400251,,,,,,,,,,,,,,,,14.938611294413132
Guatemala,North America,851877,17792.0,831794.0,2291.0,5.0,45966,960.0,4543522.0,245163.0,18532670,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",20362104.0,8933623.0,7126305.0,4302176.0,96711.0,114.11,50.07,39.94,24.11,5420.0,70569.0,0.395,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",109.87140007349183,18.74926543769349
Guinea Bissau,Africa,8222,171.0,8010.0,41.0,6.0,4002,83.0,136655.0,66512.0,2054599,"Oxford/AstraZeneca, Sinopharm/Beijing",920752.0,747057.0,547637.0,76359.0,17553.0,43.73,35.48,26.01,3.63,8336.0,16832.0,0.799,"Oxford/AstraZeneca, Sinopharm/Beijing",44.814194886690785,6.016611174124621
Guinea,Africa,36597,442.0,36113.0,42.0,8.0,2653,32.0,660107.0,47848.0,13795931,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",12049511.0,8715641.0,5853990.0,425378.0,172447.0,86.94,62.89,42.24,3.07,12443.0,130140.0,0.939,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",87.34105005309173,5.544101183595992
Guyana,South America,63804,1228.0,62301.0,275.0,,80396,1547.0,610906.0,769770.0,793621,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",960133.0,495285.0,381984.0,82864.0,9303.0,118.72,61.24,47.23,10.25,11503.0,5129.0,0.634,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",120.9812996379884,10.44415998533326
Haiti,North America,30713,835.0,29605.0,273.0,,2634,72.0,132422.0,11356.0,11661401,"Johnson&Johnson, Moderna",680104.0,521396.0,366339.0,0.0,7598.0,5.87,4.5,3.16,0.0,656.0,7434.0,0.064,"Johnson&Johnson, Moderna",5.832095131622693,23.193276041745328
Holy See,Europe,29,,29.0,0.0,,36025,,,,805,,,,,,,,,,,,,,,,
Honduras,North America,424390,10896.0,132358.0,281136.0,105.0,41615,1068.0,1365056.0,133856.0,10197959,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",17074861.0,6596213.0,5853689.0,4872295.0,174517.0,163.66,63.23,56.11,46.7,16728.0,95569.0,0.916,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",167.43410127457855,31.08956702142623
Hungary,Europe,1909948,46343.0,1821435.0,42170.0,29.0,198649,4820.0,11394556.0,1185122.0,9614673,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",16701238.0,6420813.0,6207249.0,4316982.0,125911.0,167.56,64.42,62.28,43.31,12632.0,77448.0,0.777,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",173.70573081372606,16.76193438340204
Iceland,Europe,186545,120.0,,,,540134,347.0,2264004.0,6555338.0,345368,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",805469.0,309770.0,290193.0,250542.0,7546.0,216.0,83.07,77.82,67.19,20236.0,4811.0,1.29,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",233.22050682170902,8.239605583735718
India,Asia,43121599,524214.0,42579693.0,17692.0,698.0,30686,373.0,843836914.0,600479.0,1405273033,"Corbevax, Covaxin, Novavax, Oxford/AstraZeneca, Sputnik V",2206868000.0,1027438924.0,951990552.0,227438524.0,10037995.0,155.72,72.5,67.18,16.05,7083.0,6785334.0,0.479,"Corbevax, Covaxin, Novavax, Oxford/AstraZeneca, Sputnik V",157.04193762892766,5.110181633983365
Indonesia,Asia,6050776,156458.0,5889534.0,4784.0,2771.0,21694,561.0,97245391.0,348662.0,278910317,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",448199860.0,204419394.0,174965137.0,69356250.0,2125551.0,162.69,74.2,63.51,25.17,7715.0,1322730.0,0.48,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",160.69676619384433,6.222172524351309
Iran,Asia,7228051,141224.0,7020835.0,65992.0,737.0,84052,1642.0,51771715.0,602031.0,85995095,"COVIran Barekat, CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",155461757.0,65199831.0,58585264.0,31352288.0,1225502.0,175.56,73.63,66.16,35.41,13840.0,968166.0,1.093,"COVIran Barekat, CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",180.77979563834424,13.961389921118124
Iraq,Asia,2326458,25216.0,2299985.0,1257.0,10.0,55520,602.0,18529376.0,442197.0,41902979,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",19557364.0,11332925.0,7944775.0,275280.0,435337.0,43.95,25.47,17.85,0.62,9784.0,101833.0,0.229,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",46.67296804840534,12.555511853178434
Ireland,Europe,1535451,7203.0,1499879.0,28369.0,28.0,304622,1429.0,12144747.0,2409429.0,5040509,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",11148281.0,4112237.0,4065584.0,3211763.0,91840.0,242.65,81.87,80.94,117.86,18284.0,30945.0,0.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",221.173714797454,12.642922903210746
Ireland,Europe,1535451,7203.0,1499879.0,28369.0,28.0,304622,1429.0,12144747.0,2409429.0,5040509,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11148281.0,4112237.0,4065584.0,3211763.0,91840.0,242.65,81.87,80.94,117.86,18284.0,30945.0,0.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",221.173714797454,12.642922903210746
Isle Of Man,Europe,28416,105.0,26794.0,1517.0,,330915,1223.0,150753.0,1755575.0,85871,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",189994.0,69560.0,67106.0,53328.0,6039.0,224.75,82.29,79.38,63.08,71439.0,1143.0,1.352,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",221.25513852173611,18.84937613181827
Israel,Asia,4106793,10749.0,4081150.0,14894.0,150.0,440360,1153.0,41373364.0,4436346.0,9326000,"Moderna, Pfizer/BioNTech",18649248.0,6723119.0,6159825.0,5766304.0,185557.0,197.37,71.15,65.19,61.03,19638.0,130473.0,1.381,"Moderna, Pfizer/BioNTech",199.97049110015013,9.926176174603544
Italy,Europe,17057873,165244.0,15894511.0,998118.0,347.0,282901,2741.0,217853667.0,3613054.0,60296265,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sanofi/GSK",144608839.0,50936719.0,47947097.0,47765365.0,665295.0,244.94,86.28,81.21,80.91,11269.0,477692.0,0.809,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sanofi/GSK",239.83050857296053,7.829968269480633
Jamaica,North America,131980,2995.0,84883.0,44102.0,,44211,1003.0,1031235.0,345445.0,2985238,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1528445.0,859773.0,760132.0,46065.0,13772.0,54.06,30.41,26.88,1.63,4871.0,13076.0,0.462,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",51.200105318235934,12.798246762377149
Japan,Asia,8338211,30039.0,7951587.0,356585.0,139.0,66305,239.0,50444181.0,401129.0,125755488,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",383747738.0,104705133.0,103380343.0,175662262.0,1692319.0,309.59,84.47,83.4,141.72,13653.0,1018659.0,0.822,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",305.15386970626685,16.52957949698896
Jordan,Asia,1694216,14048.0,1678941.0,1227.0,124.0,163034,1352.0,16670254.0,1604177.0,10391780,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",10057975.0,4821579.0,4558313.0,682211.0,87729.0,89.12,42.72,40.39,6.04,7773.0,47311.0,0.419,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",96.787797663153,10.163108492528067
Kazakhstan,Asia,1305636,13661.0,1291669.0,306.0,24.0,68020,712.0,11575012.0,603023.0,19194987,"Pfizer/BioNTech, QazVac, Sinopharm/Beijing, Sinovac, Sputnik V",38355605.0,10858101.0,10629063.0,2514071.0,351158.0,197.73,55.98,54.79,12.96,18103.0,177343.0,0.914,"Pfizer/BioNTech, QazVac, Sinopharm/Beijing, Sinovac, Sputnik V",199.8209480423196,11.279780962646086
Kenya,Africa,324026,5649.0,318142.0,235.0,,5789,101.0,3630986.0,64866.0,55976553,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",23750431.0,14494372.0,11090440.0,2000636.0,245551.0,43.96,26.83,20.53,3.7,4545.0,128174.0,0.237,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",42.42924890355432,8.923912127449679
Kiribati,Australia/Oceania,3093,13.0,2602.0,478.0,3.0,25175,106.0,,,122862,Oxford/AstraZeneca,219980.0,100900.0,81474.0,37606.0,1494.0,167.62,76.88,62.08,28.66,11384.0,1494.0,1.138,Oxford/AstraZeneca,179.0464097931012,
Kuwait,Asia,632074,2555.0,629114.0,405.0,3.0,144040,582.0,8071763.0,1839430.0,4388186,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",8261221.0,3457498.0,3346176.0,1457547.0,40778.0,193.52,80.99,78.39,34.14,9552.0,12714.0,0.298,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",188.26050217561425,7.830680856214435
Kyrgyzstan,Asia,200993,2991.0,196406.0,1596.0,131.0,29889,445.0,1907195.0,283613.0,6724638,"Sinopharm/Beijing, Sputnik V",3661335.0,1736541.0,1406016.0,0.0,22900.0,55.22,26.19,21.2,0.0,3454.0,15714.0,0.237,"Sinopharm/Beijing, Sputnik V",54.446573927102094,10.538670665558582
Laos,Asia,209386,754.0,,,,28022,101.0,1232128.0,164896.0,7472169,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",11111066.0,5888649.0,5222417.0,0.0,146235.0,147.57,78.21,69.36,0.0,19422.0,63954.0,0.849,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",148.69934017819992,16.99385128817785
Latvia,Europe,825699,5798.0,816253.0,3648.0,6.0,446957,3139.0,7217715.0,3907005.0,1847378,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",2895716.0,1346184.0,1305976.0,529562.0,17033.0,156.47,72.74,70.57,28.61,9204.0,11089.0,0.599,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",156.7473467801392,11.439894758936866
Lebanon,Asia,1097956,10407.0,1084853.0,2696.0,186.0,162215,1538.0,4795578.0,708511.0,6768532,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",5814699.0,2740227.0,2414223.0,660249.0,56153.0,105.92,49.92,43.98,12.03,10229.0,22027.0,0.401,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",85.90783053105163,22.8951755137754
Lesotho,Africa,32910,697.0,24155.0,8058.0,,15139,321.0,431221.0,198365.0,2173878,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",1339097.0,1014073.0,938088.0,177816.0,17261.0,58.07,43.98,40.68,7.71,7486.0,8891.0,0.386,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",61.59945498321433,7.631817559905478
Liberia,Africa,7451,294.0,5747.0,1410.0,2.0,1411,56.0,139824.0,26487.0,5278999,Oxford/AstraZeneca,4460668.0,3903802.0,3730967.0,1987.0,89696.0,84.12,73.62,70.36,0.04,16915.0,101042.0,1.905,Oxford/AstraZeneca,84.4983679671089,5.328841972765763
Libya,Africa,501904,6430.0,490973.0,4501.0,101.0,71240,913.0,2477219.0,351613.0,7045301,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",3739158.0,2316327.0,1236102.0,186729.0,23862.0,54.89,34.0,18.15,2.74,3503.0,19296.0,0.283,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",53.07307665066404,20.260784371506922
Liechtenstein,Europe,17347,84.0,17192.0,71.0,1.0,452546,2191.0,102174.0,2665501.0,38332,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",74337.0,26771.0,0.0,22087.0,726.0,188.89,68.02,0.0,56.12,18447.0,399.0,1.014,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",193.9293540644892,16.977900444340047
Lithuania,Europe,1060619,9127.0,1032609.0,18883.0,11.0,399994,3442.0,9954903.0,3754317.0,2651588,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",4604865.0,1958300.0,1881106.0,948621.0,27613.0,167.45,71.21,68.4,34.49,10041.0,16203.0,0.589,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",173.66442297973893,10.654237414468026
Luxembourg,Europe,244182,1073.0,235939.0,7170.0,,378610,1664.0,4248188.0,6586920.0,644943,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",1374547.0,481957.0,462702.0,459119.0,7216.0,212.25,74.42,71.45,70.9,11143.0,5094.0,0.787,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",213.12689648542587,5.747909461633995
Macedonia,Europe,310684,9289.0,300761.0,634.0,,149137,4459.0,2034606.0,976666.0,2083215,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, Sputnik V",1862987.0,854570.0,838181.0,161633.0,15628.0,88.98,40.82,40.04,7.72,7465.0,11463.0,0.548,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, Sputnik V",89.42845553627447,15.269983475916222
Madagascar,Africa,64236,1393.0,59370.0,3473.0,14.0,2214,48.0,430995.0,14854.0,29016291,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",3092063.0,2710365.0,2628849.0,169187.0,12101.0,10.44,9.15,8.88,0.57,409.0,14553.0,0.049,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",10.656299938541421,14.904117217137088
Malawi,Africa,85887,2636.0,82703.0,548.0,67.0,4284,131.0,578807.0,28868.0,20050211,"Johnson&Johnson, Oxford/AstraZeneca",8503954.0,5433538.0,4288014.0,1232829.0,74568.0,41.68,26.63,21.01,6.04,3654.0,64387.0,0.316,"Johnson&Johnson, Oxford/AstraZeneca",42.41328931650645,14.838624964798283
Malaysia,Asia,4475873,35612.0,4409159.0,31102.0,47.0,135067,1075.0,59274648.0,1788706.0,33138284,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",72657288.0,28138569.0,27551144.0,17185825.0,550642.0,214.09,82.91,81.18,50.64,16225.0,347102.0,1.023,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",219.25482924824956,7.55107478664403
Maldives,Asia,179483,298.0,163687.0,15498.0,25.0,321497,534.0,2213831.0,3965506.0,558272,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",951764.0,399308.0,385167.0,167289.0,7843.0,181.7,76.23,73.53,31.94,14973.0,7843.0,1.497,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",170.48392181588903,8.107348754263537
Mali,Africa,31003,733.0,30088.0,182.0,,1453,34.0,675008.0,31636.0,21336613,Oxford/AstraZeneca,5922585.0,4354292.0,3633589.0,0.0,58966.0,26.21,19.27,16.08,0.0,2610.0,30919.0,0.137,Oxford/AstraZeneca,27.75784985180169,4.592982601687684
Malta,Europe,93508,713.0,90076.0,2719.0,4.0,210730,1607.0,1904970.0,4293055.0,443733,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1408793.0,478953.0,471565.0,492656.0,8191.0,264.17,89.81,88.43,92.38,15359.0,4398.0,0.825,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",317.48664174176815,4.908633731764804
Marshall Islands,Australia/Oceania,17,,14.0,3.0,,284,,,,59934,,,,,,,,,,,,,,,,
Martinique,North America,153253,926.0,104.0,152223.0,8.0,408977,2471.0,828928.0,2212109.0,374723,,,,,,,,,,,,,,,,18.488095467881408
Mauritania,Africa,58840,982.0,57708.0,150.0,,12064,201.0,816126.0,167336.0,4877181,"Oxford/AstraZeneca, Sinopharm/Beijing",4075874.0,2103754.0,1540597.0,383937.0,71816.0,86.06,44.42,32.53,8.11,15163.0,37869.0,0.8,"Oxford/AstraZeneca, Sinopharm/Beijing",83.57028373562515,7.209671055694831
Mauritius,Africa,37843,996.0,36183.0,664.0,,29665,781.0,358675.0,281160.0,1275698,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",2616012.0,1123773.0,1088142.0,654507.0,20570.0,201.31,86.48,83.74,50.37,15829.0,19835.0,1.526,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",205.06514864803424,10.55077716595804
Mayotte,Africa,37363,187.0,2964.0,34212.0,,131066,656.0,176919.0,620616.0,285070,,,,,,,,,,,,,,,,21.118704039701786
Mexico,North America,5745652,324465.0,5044893.0,376294.0,4798.0,43708,2468.0,15855490.0,120615.0,131455607,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",223158993.0,97179493.0,81849962.0,57026630.0,1648223.0,175.02,76.22,64.19,44.73,12927.0,762995.0,0.598,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",169.75996543076326,36.23761864187105
Micronesia,Australia/Oceania,7,,1.0,6.0,,60,,,,117269,,,,,,,,,,,,,,,,
Moldova,Europe,516986,11489.0,504142.0,1355.0,49.0,128715,2860.0,3216305.0,800772.0,4016504,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",2293086.0,1109524.0,1078961.0,406022.0,16176.0,70.06,33.9,32.97,12.41,4942.0,11739.0,0.359,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",57.09159009925049,16.07391090086295
Monaco,Europe,12004,54.0,11866.0,84.0,4.0,301911,1358.0,54960.0,1382294.0,39760,Pfizer/BioNTech,65140.0,28875.0,25667.0,10598.0,313.0,178.51,79.13,70.34,29.04,8577.0,219.0,0.6,Pfizer/BioNTech,163.83299798792757,21.841339155749637
Mongolia,Asia,469885,2179.0,313256.0,154450.0,192.0,139159,645.0,4030048.0,1193522.0,3376601,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",5492919.0,2272965.0,2175617.0,1044337.0,125462.0,161.63,66.88,64.02,30.73,36918.0,92781.0,2.73,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",162.6759868874054,11.65953854643915
